市场,代码,名称
深圳,603271,永杰新材
深圳,603272,联翔股份
深圳,603273,天元智能
深圳,603275,众辰科技
深圳,603276,恒兴新材
深圳,603277,银都股份
深圳,603278,大业股份
深圳,603279,景津装备
深圳,603280,南方路机
深圳,603281,江瀚新材
深圳,603282,亚光股份
深圳,603283,赛腾股份
深圳,603285,键邦股份
深圳,603286,日盈电子
深圳,603288,海天味业
深圳,603289,泰瑞机器
深圳,603290,斯达半导
深圳,603291,联合水务
深圳,603296,华勤技术
深圳,603297,永新光学
深圳,603298,杭叉集团
深圳,603299,苏盐井神
深圳,603300,海南华铁
深圳,603301,振德医疗
深圳,603303,得邦照明
深圳,603305,旭升集团
深圳,603306,华懋科技
深圳,603307,扬州金泉
深圳,603308,应流股份
深圳,603309,维力医疗
深圳,603310,巍华新材
深圳,603311,金海高科
深圳,603312,西典新能
深圳,603313,梦百合
深圳,603315,福鞍股份
深圳,603316,诚邦股份
深圳,603317,天味食品
深圳,603318,水发燃气
深圳,603319,美湖股份
深圳,603320,迪贝电气
深圳,603321,梅轮电梯
深圳,603322,超讯通信
深圳,603323,苏农银行
深圳,603324,盛剑科技
深圳,603325,博隆技术
深圳,603326,我乐家居
深圳,603327,福蓉科技
深圳,603328,依顿电子
深圳,603329,上海雅仕
深圳,603330,天洋新材
深圳,603331,百达精工
深圳,603332,苏州龙杰
深圳,603333,尚纬股份
深圳,603335,迪生力
深圳,603336,宏辉果蔬
深圳,603337,杰克股份
深圳,603338,浙江鼎力
深圳,603339,四方科技
深圳,603341,龙旗科技
深圳,603344,星德胜
深圳,603345,安井食品
深圳,603348,文灿股份
深圳,603350,安乃达
深圳,603351,威尔药业
深圳,603353,和顺石油
深圳,603355,莱克电气
深圳,603356,华菱精工
深圳,603357,设计总院
深圳,603358,华达科技
深圳,603359,东珠生态
深圳,603360,百傲化学
深圳,603365,水星家纺
深圳,603366,日出东方
深圳,603367,辰欣药业
深圳,603368,柳药集团
深圳,603369,今世缘
深圳,603373,安邦护卫
深圳,603375,盛景微
深圳,603378,亚士创能
深圳,603379,三美股份
深圳,603380,易德龙
深圳,603381,永臻股份
深圳,603383,顶点软件
深圳,603385,惠达卫浴
深圳,603386,骏亚科技
深圳,603387,基蛋生物
深圳,603389,亚振家居
深圳,603390,通达电气
深圳,603391,力聚热能
深圳,603392,万泰生物
深圳,603393,新天然气
深圳,603395,红四方
深圳,603396,金辰股份
深圳,603398,沐邦高科
深圳,603399,永杉锂业
深圳,603408,建霖家居
深圳,603409,汇通控股
深圳,603416,信捷电气
深圳,603421,鼎信通讯
深圳,603429,集友股份
深圳,603439,贵州三力
深圳,603444,吉比特
深圳,603456,九洲药业
深圳,603458,勘设股份
深圳,603466,风语筑
深圳,603477,巨星农牧
深圳,603486,科沃斯
深圳,603488,展鹏科技
深圳,603489,八方股份
深圳,603496,恒为科技
深圳,603499,翔港科技
深圳,603500,祥和实业
深圳,603501,韦尔股份
深圳,603505,金石资源
深圳,603506,南都物业
深圳,603507,振江股份
深圳,603508,思维列控
深圳,603511,爱慕股份
深圳,603515,欧普照明
深圳,603516,淳中科技
深圳,603517,绝味食品
深圳,603518,锦泓集团
深圳,603519,立霸股份
深圳,603520,司太立
深圳,603527,众源新材
深圳,603528,多伦科技
深圳,603529,爱玛科技
深圳,603530,神马电力
深圳,603533,掌阅科技
深圳,603535,嘉诚国际
深圳,603536,惠发食品
深圳,603538,美诺华
深圳,603551,奥普科技
深圳,603556,海兴电力
深圳,603558,健盛集团
深圳,603565,中谷物流
深圳,603566,普莱柯
深圳,603567,珍宝岛
深圳,603568,伟明环保
深圳,603569,长久物流
深圳,603577,汇金通
深圳,603578,三星新材
深圳,603579,荣泰健康
深圳,603580,艾艾精工
深圳,603583,捷昌驱动
深圳,603585,苏利股份
深圳,603586,金麒麟
深圳,603587,地素时尚
深圳,603588,高能环境
深圳,603589,口子窖
深圳,603590,康辰药业
深圳,603595,东尼电子
深圳,603596,伯特利
深圳,603598,引力传媒
深圳,603599,广信股份
深圳,603600,永艺股份
深圳,603601,再升科技
深圳,603602,纵横通信
深圳,603605,珀莱雅
深圳,603606,东方电缆
深圳,603607,京华激光
深圳,603609,禾丰股份
深圳,603610,麒盛科技
深圳,603611,诺力股份
深圳,603612,索通发展
深圳,603613,国联股份
深圳,603615,茶花股份
深圳,603616,韩建河山
深圳,603617,君禾股份
深圳,603618,杭电股份
深圳,603619,中曼石油
深圳,603626,科森科技
深圳,603628,清源股份
深圳,603629,利通电子
深圳,603630,拉芳家化
深圳,603633,徕木股份
深圳,603636,南威软件
深圳,603637,镇海股份
深圳,603638,艾迪精密
深圳,603639,海利尔
深圳,603648,畅联股份
深圳,603650,彤程新材
深圳,603655,朗博科技
深圳,603656,泰禾智能
深圳,603657,春光科技
深圳,603658,安图生物
深圳,603659,璞泰来
深圳,603660,苏州科达
深圳,603661,恒林股份
深圳,603662,柯力传感
深圳,603663,三祥新材
深圳,603665,康隆达
深圳,603666,亿嘉和
深圳,603667,五洲新春
深圳,603668,天马科技
深圳,603669,灵康药业
深圳,603676,卫信康
深圳,603677,奇精机械
深圳,603678,火炬电子
深圳,603679,华体科技
深圳,603680,今创集团
深圳,603681,永冠新材
深圳,603682,锦和商管
深圳,603683,晶华新材
深圳,603685,晨丰科技
深圳,603686,福龙马
深圳,603687,大胜达
深圳,603688,石英股份
深圳,603689,皖天然气
深圳,603690,至纯科技
深圳,603693,江苏新能
深圳,603696,安记食品
深圳,603697,有友食品
深圳,603698,航天工程
深圳,603699,纽威股份
深圳,603700,宁水集团
深圳,603701,德宏股份
深圳,603703,盛洋科技
深圳,603706,东方环宇
深圳,603707,健友股份
深圳,603708,家家悦
深圳,603709,中源家居
深圳,603711,香飘飘
深圳,603712,七一二
深圳,603713,密尔克卫
深圳,603716,塞力医疗
深圳,603717,天域生物
深圳,603718,海利生物
深圳,603719,良品铺子
深圳,603721,中广天择
深圳,603722,阿科力
深圳,603725,天安新材
深圳,603726,朗迪集团
深圳,603727,博迈科
深圳,603728,鸣志电器
深圳,603729,龙韵股份
深圳,603730,岱美股份
深圳,603733,仙鹤股份
深圳,603737,三棵树
深圳,603738,泰晶科技
深圳,603739,蔚蓝生物
深圳,603755,日辰股份
深圳,603757,大元泵业
深圳,603758,秦安股份
深圳,603759,海天股份
深圳,603766,隆鑫通用
深圳,603767,中马传动
深圳,603768,常青股份
深圳,603773,沃格光电
深圳,603776,永安行
深圳,603777,来伊份
深圳,603778,国晟科技
深圳,603779,威龙股份
深圳,603786,科博达
深圳,603787,新日股份
深圳,603788,宁波高发
深圳,603789,星光农机
深圳,603790,雅运股份
深圳,603797,联泰环保
深圳,603798,康普顿
深圳,603799,华友钴业
深圳,603800,洪田股份
深圳,603801,志邦家居
深圳,603803,瑞斯康达
深圳,603806,福斯特
深圳,603808,歌力思
深圳,603809,豪能股份
深圳,603810,丰山集团
深圳,603811,诚意药业
深圳,603813,原尚股份
深圳,603815,交建股份
深圳,603816,顾家家居
深圳,603817,海峡环保
深圳,603818,曲美家居
深圳,603819,神力股份
深圳,603822,嘉澳环保
深圳,603823,百合花
深圳,603825,华扬联众
深圳,603826,坤彩科技
深圳,603829,洛凯股份
深圳,603833,欧派家居
深圳,603836,海程邦达
深圳,603838,四通股份
深圳,603839,安正时尚
深圳,603843,正平股份
深圳,603848,好太太
深圳,603855,华荣股份
深圳,603856,东宏股份
深圳,603858,步长制药
深圳,603859,能科科技
深圳,603860,中公高科
深圳,603861,白云电器
深圳,603863,松炀资源
深圳,603866,桃李面包
深圳,603867,新化股份
深圳,603868,飞科电器
深圳,603871,嘉友国际
深圳,603876,鼎胜新材
深圳,603877,太平鸟
深圳,603878,武进不锈
深圳,603880,南卫股份
深圳,603881,数据港
深圳,603882,金域医学
深圳,603883,老百姓
深圳,603885,吉祥航空
深圳,603886,元祖股份
深圳,603887,城地香江
深圳,603888,新华网
深圳,603889,新澳股份
深圳,603890,春秋电子
深圳,603893,瑞芯微
深圳,603895,天永智能
深圳,603896,寿仙谷
深圳,603897,长城科技
深圳,603898,好莱客
深圳,603899,晨光股份
深圳,603900,莱绅通灵
深圳,603901,永创智能
深圳,603903,中持股份
深圳,603906,龙蟠科技
深圳,603908,牧高笛
深圳,603909,建发合诚
深圳,603912,佳力图
深圳,603915,国茂股份
深圳,603916,苏博特
深圳,603917,合力科技
深圳,603918,金桥信息
深圳,603919,金徽酒
深圳,603920,世运电路
深圳,603922,金鸿顺
深圳,603926,铁流股份
深圳,603927,中科软
深圳,603928,兴业股份
深圳,603929,亚翔集成
深圳,603931,格林达
深圳,603933,睿能科技
深圳,603936,博敏电子
深圳,603937,丽岛新材
深圳,603938,三孚股份
深圳,603939,益丰药房
深圳,603948,建业股份
深圳,603949,雪龙集团
深圳,603950,长源东谷
深圳,603955,大千生态
深圳,603956,威派格
深圳,603958,哈森股份
深圳,603960,克来机电
深圳,603966,法兰泰克
深圳,603967,中创物流
深圳,603968,醋化股份
深圳,603969,银龙股份
深圳,603970,中农立华
深圳,603976,正川股份
深圳,603977,国泰集团
深圳,603978,深圳新星
深圳,603979,金诚信
深圳,603980,吉华集团
深圳,603982,泉峰汽车
深圳,603983,丸美生物
深圳,603985,恒润股份
深圳,603986,兆易创新
深圳,603987,康德莱
深圳,603988,中电电机
深圳,603989,艾华集团
深圳,603990,麦迪科技
深圳,603991,至正股份
深圳,603992,松霖科技
深圳,603993,洛阳钼业
深圳,603995,甬金股份
深圳,603997,继峰股份
深圳,603998,方盛制药
深圳,603999,读者传媒
深圳,605001,威奥股份
深圳,605003,众望布艺
深圳,605005,合兴股份
深圳,605006,山东玻纤
深圳,605007,五洲特纸
深圳,605008,长鸿高科
深圳,605009,豪悦护理
深圳,605011,杭州热电
深圳,605016,百龙创园
深圳,605018,长华集团
深圳,605020,永和股份
深圳,605028,世茂能源
深圳,605033,美邦股份
深圳,605050,福然德
深圳,605055,迎丰股份
深圳,605056,咸亨国际
深圳,605058,澳弘电子
深圳,605060,联德股份
深圳,605066,天正电气
深圳,605068,明新旭腾
深圳,605069,正和生态
深圳,605077,华康股份
深圳,605080,浙江自然
深圳,605081,太和水
深圳,605086,龙高股份
深圳,605088,冠盛股份
深圳,605089,味知香
深圳,605090,九丰能源
深圳,605098,行动教育
深圳,605099,共创草坪
深圳,605100,华丰股份
深圳,605108,同庆楼
深圳,605111,新洁能
深圳,605116,奥锐特
深圳,605117,德业股份
深圳,605118,力鼎光电
深圳,605122,四方新材
深圳,605123,派克新材
深圳,605128,上海沿浦
深圳,605133,嵘泰股份
深圳,605136,丽人丽妆
深圳,605138,盛泰集团
深圳,605151,西上海
深圳,605155,西大门
深圳,605158,华达新材
深圳,605162,新中港
深圳,605166,聚合顺
深圳,605167,利柏特
深圳,605168,三人行
深圳,605169,洪通燃气
深圳,605177,东亚药业
深圳,605178,时空科技
深圳,605179,一鸣食品
深圳,605180,华生科技
深圳,605183,确成股份
深圳,605186,健麾信息
深圳,605188,国光连锁
深圳,605189,富春染织
深圳,605196,华通线缆
深圳,605198,安德利
深圳,605199,葫芦娃
深圳,605208,永茂泰
深圳,605218,伟时电子
深圳,605222,起帆电缆
深圳,605228,神通科技
深圳,605255,天普股份
深圳,605258,协和电子
深圳,605259,绿田机械
深圳,605266,健之佳
深圳,605268,王力安防
深圳,605277,新亚电子
深圳,605286,同力日升
深圳,605287,德才股份
深圳,605288,凯迪股份
深圳,605289,罗曼股份
深圳,605296,神农集团
深圳,605298,必得科技
深圳,605299,舒华体育
深圳,605300,佳禾食品
深圳,605303,园林股份
深圳,605305,中际联合
深圳,605318,法狮龙
深圳,605319,无锡振华
深圳,605333,沪光股份
深圳,605336,帅丰电器
深圳,605337,李子园
深圳,605338,巴比食品
深圳,605339,南侨食品
深圳,605358,立昂微
深圳,605365,立达信
深圳,605366,宏柏新材
深圳,605368,蓝天燃气
深圳,605369,拱东医疗
深圳,605376,博迁新材
深圳,605377,华旺科技
深圳,605378,野马电池
深圳,605388,均瑶健康
深圳,605389,长龄液压
深圳,605398,新炬网络
深圳,605399,晨光新材
深圳,605488,福莱新材
深圳,605499,XD东鹏饮
深圳,605500,森林包装
深圳,605507,国邦医药
深圳,605555,德昌股份
深圳,605566,福莱蒽特
深圳,605567,春雪食品
深圳,605577,龙版传媒
深圳,605580,恒盛能源
深圳,605588,冠石科技
深圳,605589,圣泉集团
深圳,605598,上海港湾
深圳,605599,菜百股份
深圳,688001,华兴源创
深圳,688002,睿创微纳
深圳,688003,天准科技
深圳,688004,博汇科技
深圳,688005,容百科技
深圳,688006,杭可科技
深圳,688007,光峰科技
深圳,688008,澜起科技
深圳,688009,中国通号
深圳,688010,福光股份
深圳,688011,新光光电
深圳,688012,中微公司
深圳,688013,天臣医疗
深圳,688015,交控科技
深圳,688016,心脉医疗
深圳,688017,绿的谐波
深圳,688018,乐鑫科技
深圳,688019,安集科技
深圳,688020,方邦股份
深圳,688021,奥福环保
深圳,688022,瀚川智能
深圳,688023,安恒信息
深圳,688025,杰普特
深圳,688026,洁特生物
深圳,688027,国盾量子
深圳,688028,沃尔德
深圳,688029,南微医学
深圳,688030,山石网科
深圳,688031,星环科技
深圳,688032,禾迈股份
深圳,688033,天宜上佳
深圳,688035,德邦科技
深圳,688036,传音控股
深圳,688037,芯源微
深圳,688038,中科通达
深圳,688039,当虹科技
深圳,688041,海光信息
深圳,688045,必易微
深圳,688046,药康生物
深圳,688047,龙芯中科
深圳,688048,长光华芯
深圳,688049,炬芯科技
深圳,688050,爱博医疗
深圳,688051,佳华科技
深圳,688052,纳芯微
深圳,688053,思科瑞
深圳,688055,龙腾光电
深圳,688056,莱伯泰科
深圳,688057,金达莱
深圳,688058,宝兰德
深圳,688059,华锐精密
深圳,688060,云涌科技
深圳,688061,灿瑞科技
深圳,688062,迈威生物
深圳,688063,派能科技
深圳,688065,凯赛生物
深圳,688066,航天宏图
深圳,688067,爱威科技
深圳,688068,热景生物
深圳,688069,德林海
深圳,688070,纵横股份
深圳,688071,华依科技
深圳,688072,拓荆科技
深圳,688073,毕得医药
深圳,688075,安旭生物
深圳,688076,诺泰生物
深圳,688077,大地熊
深圳,688078,龙软科技
深圳,688079,美迪凯
深圳,688080,映翰通
深圳,688081,兴图新科
深圳,688082,盛美上海
深圳,688083,中望软件
深圳,688084,晶品特装
深圳,688085,三友医疗
深圳,688087,英科再生
深圳,688088,虹软科技
深圳,688089,嘉必优
深圳,688090,瑞松科技
深圳,688091,上海谊众
深圳,688092,爱科科技
深圳,688093,世华科技
深圳,688095,福昕软件
深圳,688096,京源环保
深圳,688097,博众精工
深圳,688098,申联生物
深圳,688099,晶晨股份
深圳,688100,威胜信息
深圳,688101,三达膜
深圳,688102,斯瑞新材
深圳,688103,国力股份
深圳,688105,诺唯赞
深圳,688106,金宏气体
深圳,688107,安路科技
深圳,688108,赛诺医疗
深圳,688109,品茗科技
深圳,688110,东芯股份
深圳,688111,金山办公
深圳,688112,鼎阳科技
深圳,688113,联测科技
深圳,688114,华大智造
深圳,688115,思林杰
深圳,688116,天奈科技
深圳,688117,圣诺生物
深圳,688118,普元信息
深圳,688119,中钢洛耐
深圳,688120,华海清科
深圳,688121,卓然股份
深圳,688122,西部超导
深圳,688123,聚辰股份
深圳,688125,安达智能
深圳,688126,沪硅产业
深圳,688127,蓝特光学
深圳,688128,中国电研
深圳,688129,东来技术
深圳,688130,晶华微
深圳,688131,皓元医药
深圳,688132,邦彦技术
深圳,688133,泰坦科技
深圳,688135,利扬芯片
深圳,688136,科兴制药
深圳,688137,近岸蛋白
深圳,688138,清溢光电
深圳,688139,海尔生物
深圳,688141,杰华特
深圳,688143,长盈通
深圳,688146,中船特气
深圳,688147,微导纳米
深圳,688148,芳源股份
深圳,688150,莱特光电
深圳,688151,华强科技
深圳,688152,麒麟信安
深圳,688153,唯捷创芯
深圳,688155,先惠技术
深圳,688156,路德环境
深圳,688157,松井股份
深圳,688158,优刻得
深圳,688159,有方科技
深圳,688160,步科股份
深圳,688161,威高骨科
深圳,688162,巨一科技
深圳,688163,赛伦生物
深圳,688165,埃夫特
深圳,688166,博瑞医药
深圳,688167,炬光科技
深圳,688168,安博通
深圳,688169,石头科技
深圳,688170,德龙激光
上海,300542,新晨科技
上海,300543,朗科智能
上海,300545,联得装备
上海,300546,雄帝科技
上海,300547,川环科技
上海,300548,博创科技
上海,300549,优德精密
上海,300550,和仁科技
上海,300551,古鳌科技
上海,300552,万集科技
上海,300553,集智股份
上海,300554,三超新材
上海,300556,丝路视觉
上海,300557,理工光科
上海,300558,贝达药业
上海,300559,佳发教育
上海,300560,中富通
上海,300561,汇金科技
上海,300562,乐心医疗
上海,300563,神宇股份
上海,300564,筑博设计
上海,300565,科信技术
上海,300566,激智科技
上海,300567,精测电子
上海,300568,星源材质
上海,300569,天能重工
上海,300570,太辰光
上海,300571,平治信息
上海,300572,安车检测
上海,300573,兴齐眼药
上海,300575,中旗股份
上海,300576,容大感光
上海,300577,开润股份
上海,300578,会畅通讯
上海,300579,数字认证
上海,300580,贝斯特
上海,300581,晨曦航空
上海,300582,英飞特
上海,300583,赛托生物
上海,300584,海辰药业
上海,300585,奥联电子
上海,300586,美联新材
上海,300587,天铁科技
上海,300588,熙菱信息
上海,300589,江龙船艇
上海,300590,移为通信
上海,300591,万里马
上海,300592,华凯易佰
上海,300593,新雷能
上海,300594,朗进科技
上海,300595,欧普康视
上海,300596,利安隆
上海,300597,吉大通信
上海,300598,诚迈科技
上海,300599,雄塑科技
上海,300601,康泰生物
上海,300602,飞荣达
上海,300603,立昂技术
上海,300604,长川科技
上海,300605,恒锋信息
上海,300606,金太阳
上海,300607,拓斯达
上海,300608,思特奇
上海,300609,汇纳科技
上海,300610,晨化股份
上海,300611,美力科技
上海,300612,宣亚国际
上海,300613,富瀚微
上海,300614,百川畅银
上海,300615,欣天科技
上海,300616,尚品宅配
上海,300617,安靠智电
上海,300618,寒锐钴业
上海,300619,金银河
上海,300620,光库科技
上海,300621,维业股份
上海,300622,博士眼镜
上海,300623,捷捷微电
上海,300624,万兴科技
上海,300625,三雄极光
上海,300626,华瑞股份
上海,300627,华测导航
上海,300628,亿联网络
上海,300629,新劲刚
上海,300631,久吾高科
上海,300632,光莆股份
上海,300633,开立医疗
上海,300634,彩讯股份
上海,300635,中达安
上海,300636,同和药业
上海,300637,扬帆新材
上海,300638,广和通
上海,300639,凯普生物
上海,300640,德艺文创
上海,300641,正丹股份
上海,300642,透景生命
上海,300643,万通智控
上海,300644,南京聚隆
上海,300645,正元智慧
上海,300647,超频三
上海,300648,星云股份
上海,300649,杭州园林
上海,300650,太龙股份
上海,300651,金陵体育
上海,300652,雷迪克
上海,300653,正海生物
上海,300654,世纪天鸿
上海,300655,晶瑞电材
上海,300656,民德电子
上海,300657,弘信电子
上海,300658,延江股份
上海,300659,中孚信息
上海,300660,江苏雷利
上海,300661,圣邦股份
上海,300662,科锐国际
上海,300663,科蓝软件
上海,300664,鹏鹞环保
上海,300665,飞鹿股份
上海,300666,江丰电子
上海,300667,必创科技
上海,300668,杰恩设计
上海,300669,沪宁股份
上海,300670,大烨智能
上海,300671,富满微
上海,300672,国科微
上海,300673,佩蒂股份
上海,300674,宇信科技
上海,300675,建科院
上海,300676,华大基因
上海,300677,英科医疗
上海,300678,中科信息
上海,300679,电连技术
上海,300680,隆盛科技
上海,300681,英搏尔
上海,300682,朗新集团
上海,300683,海特生物
上海,300684,中石科技
上海,300685,艾德生物
上海,300686,智动力
上海,300687,赛意信息
上海,300688,创业黑马
上海,300689,澄天伟业
上海,300690,双一科技
上海,300691,联合光电
上海,300692,中环环保
上海,300693,盛弘股份
上海,300694,蠡湖股份
上海,300695,兆丰股份
上海,300696,爱乐达
上海,300697,电工合金
上海,300698,万马科技
上海,300699,光威复材
上海,300700,岱勒新材
上海,300701,森霸传感
上海,300702,天宇股份
上海,300703,创源股份
上海,300705,九典制药
上海,300706,阿石创
上海,300707,威唐工业
上海,300708,聚灿光电
上海,300709,精研科技
上海,300710,万隆光电
上海,300711,广哈通信
上海,300712,永福股份
上海,300713,英可瑞
上海,300715,凯伦股份
上海,300716,泉为科技
上海,300717,华信新材
上海,300718,长盛轴承
上海,300719,安达维尔
上海,300720,海川智能
上海,300721,怡达股份
上海,300722,新余国科
上海,300723,一品红
上海,300724,捷佳伟创
上海,300725,药石科技
上海,300726,宏达电子
上海,300727,润禾材料
上海,300729,乐歌股份
上海,300730,科创信息
上海,300731,科创新源
上海,300732,设研院
上海,300733,西菱动力
上海,300735,光弘科技
上海,300736,百邦科技
上海,300737,科顺股份
上海,300738,奥飞数据
上海,300739,明阳电路
上海,300740,水羊股份
上海,300741,华宝股份
上海,300743,天地数码
上海,300745,欣锐科技
上海,300746,汉嘉设计
上海,300747,锐科激光
上海,300748,金力永磁
上海,300749,顶固集创
上海,300750,宁德时代
上海,300751,迈为股份
上海,300752,隆利科技
上海,300753,爱朋医疗
上海,300755,华致酒行
上海,300756,金马游乐
上海,300757,罗博特科
上海,300758,七彩化学
上海,300759,康龙化成
上海,300760,迈瑞医疗
上海,300761,立华股份
上海,300762,上海瀚讯
上海,300763,锦浪科技
上海,300765,新诺威
上海,300766,每日互动
上海,300767,震安科技
上海,300768,迪普科技
上海,300769,德方纳米
上海,300770,新媒股份
上海,300771,智莱科技
上海,300772,运达股份
上海,300773,拉卡拉
上海,300774,倍杰特
上海,300775,三角防务
上海,300776,帝尔激光
上海,300777,中简科技
上海,300778,新城市
上海,300779,惠城环保
上海,300780,德恩精工
上海,300781,因赛集团
上海,300782,卓胜微
上海,300783,三只松鼠
上海,300784,利安科技
上海,300785,值得买
上海,300786,国林科技
上海,300787,海能实业
上海,300788,中信出版
上海,300789,唐源电气
上海,300790,宇瞳光学
上海,300791,仙乐健康
上海,300792,壹网壹创
上海,300793,佳禾智能
上海,300795,米奥会展
上海,300796,贝斯美
上海,300797,钢研纳克
上海,300798,锦鸡股份
上海,300800,力合科技
上海,300801,泰和科技
上海,300802,矩子科技
上海,300803,指南针
上海,300804,广康生化
上海,300805,电声股份
上海,300806,斯迪克
上海,300807,天迈科技
上海,300808,久量股份
上海,300809,华辰装备
上海,300810,中科海讯
上海,300811,铂科新材
上海,300812,易天股份
上海,300813,泰林生物
上海,300814,中富电路
上海,300815,玉禾田
上海,300816,艾可蓝
上海,300817,双飞集团
上海,300818,耐普矿机
上海,300819,聚杰微纤
上海,300820,英杰电气
上海,300821,东岳硅材
上海,300822,贝仕达克
上海,300823,建科智能
上海,300824,北鼎股份
上海,300825,阿尔特
上海,300826,测绘股份
上海,300827,上能电气
上海,300828,锐新科技
上海,300829,金丹科技
上海,300830,金现代
上海,300831,派瑞股份
上海,300832,新产业
上海,300833,浩洋股份
上海,300834,星辉环材
上海,300835,龙磁科技
上海,300836,佰奥智能
上海,300837,浙矿股份
上海,300838,浙江力诺
上海,300839,博汇股份
上海,300840,酷特智能
上海,300841,康华生物
上海,300842,帝科股份
上海,300843,胜蓝股份
上海,300844,山水比德
上海,300845,捷安高科
上海,300846,首都在线
上海,300847,中船汉光
上海,300848,美瑞新材
上海,300849,锦盛新材
上海,300850,新强联
上海,300851,交大思诺
上海,300852,四会富仕
上海,300853,申昊科技
上海,300854,中兰环保
上海,300855,图南股份
上海,300856,科思股份
上海,300857,协创数据
上海,300858,科拓生物
上海,300859,西域旅游
上海,300860,锋尚文化
上海,300861,美畅股份
上海,300862,蓝盾光电
上海,300863,卡倍亿
上海,300864,南大环境
上海,300865,大宏立
上海,300866,安克创新
上海,300867,圣元环保
上海,300868,杰美特
上海,300869,康泰医学
上海,300870,欧陆通
上海,300871,回盛生物
上海,300872,天阳科技
上海,300873,海晨股份
上海,300875,捷强装备
上海,300876,蒙泰高新
上海,300877,金春股份
上海,300878,维康药业
上海,300879,大叶股份
上海,300880,迦南智能
上海,300881,盛德鑫泰
上海,300882,万胜智能
上海,300883,龙利得
上海,300884,狄耐克
上海,300885,海昌新材
上海,300886,华业香料
上海,300887,谱尼测试
上海,300888,稳健医疗
上海,300889,爱克股份
上海,300890,翔丰华
上海,300891,惠云钛业
上海,300892,品渥食品
上海,300893,松原安全
上海,300894,火星人
上海,300895,铜牛信息
上海,300896,爱美客
上海,300897,山科智能
上海,300898,熊猫乳品
上海,300899,上海凯鑫
上海,300900,广联航空
上海,300901,中胤时尚
上海,300902,国安达
上海,300903,科翔股份
上海,300904,威力传动
上海,300905,宝丽迪
上海,300906,日月明
上海,300907,康平科技
上海,300908,仲景食品
上海,300909,汇创达
上海,300910,瑞丰新材
上海,300911,亿田智能
上海,300912,凯龙高科
上海,300913,兆龙互连
上海,300915,海融科技
上海,300916,朗特智能
上海,300917,特发服务
上海,300918,南山智尚
上海,300919,中伟股份
上海,300920,润阳科技
上海,300921,南凌科技
上海,300922,天秦装备
上海,300923,研奥股份
上海,300925,法本信息
上海,300926,博俊科技
上海,300927,江天化学
上海,300928,华安鑫创
上海,300929,华骐环保
上海,300930,屹通新材
上海,300931,通用电梯
上海,300932,三友联众
上海,300933,中辰股份
上海,300935,盈建科
上海,300936,中英科技
上海,300937,药易购
上海,300938,信测标准
上海,300939,秋田微
上海,300940,南极光
上海,300941,创识科技
上海,300942,易瑞生物
上海,300943,春晖智控
上海,300945,曼卡龙
上海,300946,恒而达
上海,300947,德必集团
上海,300948,冠中生态
上海,300949,奥雅股份
上海,300950,德固特
上海,300951,博硕科技
上海,300952,恒辉安防
上海,300953,震裕科技
上海,300955,嘉亨家化
上海,300956,英力股份
上海,300957,贝泰妮
上海,300958,建工修复
上海,300959,线上线下
上海,300960,通业科技
上海,300961,深水海纳
上海,300962,中金辐照
上海,300963,中洲特材
上海,300964,本川智能
上海,300966,共同药业
上海,300967,晓鸣股份
上海,300968,格林精密
上海,300969,恒帅股份
上海,300970,华绿生物
上海,300971,博亚精工
上海,300972,万辰集团
上海,300973,立高食品
上海,300975,商络电子
上海,300976,达瑞电子
上海,300977,深圳瑞捷
上海,300978,东箭科技
上海,300979,华利集团
上海,300980,祥源新材
上海,300981,中红医疗
上海,300982,苏文电能
上海,300983,尤安设计
上海,300984,金沃股份
上海,300985,致远新能
上海,300986,志特新材
上海,300987,川网传媒
上海,300988,津荣天宇
上海,300989,蕾奥规划
上海,300990,同飞股份
上海,300991,创益通
上海,300992,泰福泵业
上海,300993,玉马科技
上海,300994,久祺股份
上海,300995,奇德新材
上海,300996,普联软件
上海,300997,欢乐家
上海,300998,宁波方正
上海,300999,金龙鱼
上海,301000,肇民科技
上海,301001,凯淳股份
上海,301002,崧盛股份
上海,301003,江苏博云
上海,301004,嘉益股份
上海,301005,超捷股份
上海,301006,迈拓股份
上海,301007,德迈仕
上海,301008,宏昌科技
上海,301009,可靠股份
上海,301010,晶雪节能
上海,301011,华立科技
上海,301012,扬电科技
上海,301013,利和兴
上海,301015,百洋医药
上海,301016,雷尔伟
上海,301017,漱玉平民
上海,301018,申菱环境
上海,301019,宁波色母
上海,301020,密封科技
上海,301021,英诺激光
上海,301022,海泰科
上海,301023,江南奕帆
上海,301024,霍普股份
上海,301025,读客文化
上海,301026,浩通科技
上海,301027,华蓝集团
上海,301028,东亚机械
上海,301029,怡合达
上海,301030,仕净科技
上海,301031,中熔电气
上海,301032,新柴股份
上海,301033,迈普医学
上海,301035,润丰股份
上海,301036,双乐股份
上海,301037,保立佳
上海,301038,深水规院
上海,301039,中集车辆
上海,301040,中环海陆
上海,301041,金百泽
上海,301042,安联锐视
上海,301043,绿岛风
上海,301045,天禄科技
上海,301046,能辉科技
上海,301047,义翘神州
上海,301048,金鹰重工
上海,301049,超越科技
上海,301050,雷电微力
上海,301051,信濠光电
上海,301052,果麦文化
上海,301053,远信工业
上海,301055,张小泉
上海,301056,森赫股份
上海,301057,汇隆新材
上海,301058,中粮科工
