市场,代码,名称
深圳,600117,西宁特钢
深圳,600118,中国卫星
深圳,600119,长江投资
深圳,600120,浙江东方
深圳,600121,郑州煤电
深圳,600123,兰花科创
深圳,600125,铁龙物流
深圳,600126,杭钢股份
深圳,600127,金健米业
深圳,600128,苏豪弘业
深圳,600129,太极集团
深圳,600130,波导股份
深圳,600131,国网信通
深圳,600132,重庆啤酒
深圳,600133,东湖高新
深圳,600135,乐凯胶片
深圳,600137,浪莎股份
深圳,600138,中青旅
深圳,600141,兴发集团
深圳,600143,金发科技
深圳,600148,长春一东
深圳,600149,廊坊发展
深圳,600150,中国船舶
深圳,600151,航天机电
深圳,600152,维科技术
深圳,600153,建发股份
深圳,600155,华创云信
深圳,600156,华升股份
深圳,600157,永泰能源
深圳,600158,中体产业
深圳,600159,大龙地产
深圳,600160,巨化股份
深圳,600161,天坛生物
深圳,600162,香江控股
深圳,600163,中闽能源
深圳,600166,福田汽车
深圳,600167,联美控股
深圳,600168,武汉控股
深圳,600169,太原重工
深圳,600170,上海建工
深圳,600171,上海贝岭
深圳,600172,黄河旋风
深圳,600173,卧龙地产
深圳,600176,中国巨石
深圳,600177,雅戈尔
深圳,600178,东安动力
深圳,600179,安通控股
深圳,600180,瑞茂通
深圳,600182,S佳通
深圳,600183,生益科技
深圳,600184,光电股份
深圳,600185,格力地产
深圳,600186,莲花控股
深圳,600187,国中水务
深圳,600188,兖矿能源
深圳,600189,泉阳泉
深圳,600191,华资实业
深圳,600192,长城电工
深圳,600193,创兴资源
深圳,600195,中牧股份
深圳,600196,复星医药
深圳,600197,伊力特
深圳,600198,大唐电信
深圳,600199,金种子酒
深圳,600200,江苏吴中
深圳,600201,生物股份
深圳,600202,哈空调
深圳,600203,福日电子
深圳,600206,有研新材
深圳,600207,安彩高科
深圳,600208,衢州发展
深圳,600210,紫江企业
深圳,600211,西藏药业
深圳,600212,绿能慧充
深圳,600215,派斯林
深圳,600216,浙江医药
深圳,600217,中再资环
深圳,600218,全柴动力
深圳,600219,南山铝业
深圳,600221,海航控股
深圳,600222,太龙药业
深圳,600223,福瑞达
深圳,600226,亨通股份
深圳,600227,赤天化
深圳,600228,返利科技
深圳,600229,城市传媒
深圳,600230,沧州大化
深圳,600231,凌钢股份
深圳,600232,金鹰股份
深圳,600233,圆通速递
深圳,600235,民丰特纸
深圳,600236,桂冠电力
深圳,600237,铜峰电子
深圳,600238,海南椰岛
深圳,600239,云南城投
深圳,600241,时代万恒
深圳,600243,青海华鼎
深圳,600246,万通发展
深圳,600248,陕建股份
深圳,600249,两面针
深圳,600250,南京商旅
深圳,600251,冠农股份
深圳,600252,中恒集团
深圳,600255,鑫科材料
深圳,600256,广汇能源
深圳,600257,大湖股份
深圳,600258,首旅酒店
深圳,600259,广晟有色
深圳,600261,阳光照明
深圳,600262,北方股份
深圳,600265,景谷林业
深圳,600266,城建发展
深圳,600267,海正药业
深圳,600268,国电南自
深圳,600269,赣粤高速
深圳,600271,航天信息
深圳,600272,开开实业
深圳,600273,嘉化能源
深圳,600276,恒瑞医药
深圳,600278,东方创业
深圳,600279,重庆港
深圳,600280,中央商场
深圳,600281,华阳新材
深圳,600282,南钢股份
深圳,600283,钱江水利
深圳,600284,浦东建设
深圳,600285,羚锐制药
深圳,600288,大恒科技
深圳,600292,远达环保
深圳,600293,三峡新材
深圳,600295,鄂尔多斯
深圳,600298,安琪酵母
深圳,600299,安迪苏
深圳,600300,维维股份
深圳,600301,华锡有色
深圳,600302,标准股份
深圳,600305,恒顺醋业
深圳,600307,酒钢宏兴
深圳,600308,华泰股份
深圳,600309,万华化学
深圳,600310,广西能源
深圳,600312,平高电气
深圳,600313,农发种业
深圳,600315,上海家化
深圳,600316,洪都航空
深圳,600318,新力金融
深圳,600319,亚星化学
深圳,600320,振华重工
深圳,600322,津投城开
深圳,600323,瀚蓝环境
深圳,600325,华发股份
深圳,600326,西藏天路
深圳,600327,大东方
深圳,600328,中盐化工
深圳,600329,达仁堂
深圳,600330,天通股份
深圳,600331,宏达股份
深圳,600332,白云山
深圳,600333,长春燃气
深圳,600335,国机汽车
深圳,600336,澳柯玛
深圳,600337,美克家居
深圳,600338,西藏珠峰
深圳,600339,中油工程
深圳,600340,华夏幸福
深圳,600343,航天动力
深圳,600345,长江通信
深圳,600346,恒力石化
深圳,600348,华阳股份
深圳,600350,山东高速
深圳,600351,亚宝药业
深圳,600352,浙江龙盛
深圳,600353,旭光电子
深圳,600354,敦煌种业
深圳,600355,精伦电子
深圳,600356,恒丰纸业
深圳,600359,新农开发
深圳,600361,创新新材
深圳,600362,江西铜业
深圳,600363,联创光电
深圳,600366,宁波韵升
深圳,600367,红星发展
深圳,600368,五洲交通
深圳,600369,西南证券
深圳,600370,三房巷
深圳,600371,万向德农
深圳,600372,中航机载
深圳,600373,中文传媒
深圳,600375,汉马科技
深圳,600376,首开股份
深圳,600377,宁沪高速
深圳,600378,昊华科技
深圳,600379,宝光股份
深圳,600380,健康元
深圳,600382,广东明珠
深圳,600383,金地集团
深圳,600386,北巴传媒
深圳,600388,龙净环保
深圳,600389,江山股份
深圳,600390,五矿资本
深圳,600391,航发科技
深圳,600392,盛和资源
深圳,600395,盘江股份
深圳,600396,华电辽能
深圳,600397,安源煤业
深圳,600398,海澜之家
深圳,600399,抚顺特钢
深圳,600400,红豆股份
深圳,600403,大有能源
深圳,600405,动力源
深圳,600406,国电南瑞
深圳,600408,安泰集团
深圳,600409,三友化工
深圳,600410,华胜天成
深圳,600415,小商品城
深圳,600416,湘电股份
深圳,600418,江淮汽车
深圳,600419,天润乳业
深圳,600420,国药现代
深圳,600421,华嵘控股
深圳,600422,昆药集团
深圳,600423,柳化股份
深圳,600425,青松建化
深圳,600426,华鲁恒升
深圳,600428,中远海特
深圳,600429,三元股份
深圳,600433,冠豪高新
深圳,600435,北方导航
深圳,600436,片仔癀
深圳,600438,通威股份
深圳,600439,瑞贝卡
深圳,600444,国机通用
深圳,600446,金证股份
深圳,600448,华纺股份
深圳,600449,宁夏建材
深圳,600452,涪陵电力
深圳,600455,博通股份
深圳,600456,宝钛股份
深圳,600458,时代新材
深圳,600459,贵研铂业
深圳,600460,士兰微
深圳,600461,洪城环境
深圳,600463,空港股份
深圳,600467,好当家
深圳,600468,百利电气
深圳,600469,风神股份
深圳,600470,六国化工
深圳,600475,华光环能
深圳,600476,湘邮科技
深圳,600477,杭萧钢构
深圳,600478,科力远
深圳,600479,千金药业
深圳,600480,凌云股份
深圳,600481,双良节能
深圳,600482,中国动力
深圳,600483,福能股份
深圳,600486,扬农化工
深圳,600487,亨通光电
深圳,600488,津药药业
深圳,600489,中金黄金
深圳,600490,鹏欣资源
深圳,600491,龙元建设
深圳,600493,凤竹纺织
深圳,600495,晋西车轴
深圳,600496,精工钢构
深圳,600497,驰宏锌锗
深圳,600498,烽火通信
深圳,600499,科达制造
深圳,600500,中化国际
深圳,600501,航天晨光
深圳,600502,XD安徽建
深圳,600503,华丽家族
深圳,600505,西昌电力
深圳,600506,统一股份
深圳,600507,方大特钢
深圳,600508,上海能源
深圳,600509,天富能源
深圳,600510,黑牡丹
深圳,600511,国药股份
深圳,600512,腾达建设
深圳,600513,联环药业
深圳,600515,海南机场
深圳,600516,方大炭素
深圳,600517,国网英大
深圳,600518,康美药业
深圳,600519,贵州茅台
深圳,600520,三佳科技
深圳,600521,华海药业
深圳,600522,中天科技
深圳,600523,贵航股份
深圳,600525,长园集团
深圳,600526,菲达环保
深圳,600527,江南高纤
深圳,600528,中铁工业
深圳,600529,山东药玻
深圳,600530,交大昂立
深圳,600531,豫光金铅
深圳,600533,栖霞建设
深圳,600535,天士力
深圳,600536,中国软件
深圳,600537,亿晶光电
深圳,600538,国发股份
深圳,600539,狮头股份
深圳,600540,新赛股份
深圳,600543,莫高股份
深圳,600545,卓郎智能
深圳,600546,山煤国际
深圳,600547,山东黄金
深圳,600548,深高速
深圳,600549,厦门钨业
深圳,600550,保变电气
深圳,600551,时代出版
深圳,600552,凯盛科技
深圳,600556,天下秀
深圳,600557,康缘药业
深圳,600558,大西洋
深圳,600559,老白干酒
深圳,600560,金自天正
深圳,600561,江西长运
深圳,600562,国睿科技
深圳,600563,法拉电子
深圳,600566,济川药业
深圳,600567,山鹰国际
深圳,600569,安阳钢铁
深圳,600570,恒生电子
深圳,600571,信雅达
深圳,600572,康恩贝
深圳,600573,惠泉啤酒
深圳,600575,淮河能源
深圳,600576,祥源文旅
深圳,600577,精达股份
深圳,600578,京能电力
深圳,600579,中化装备
深圳,600580,卧龙电驱
深圳,600581,八一钢铁
深圳,600582,天地科技
深圳,600583,海油工程
深圳,600584,长电科技
深圳,600585,海螺水泥
深圳,600586,金晶科技
深圳,600587,新华医疗
深圳,600588,用友网络
深圳,600589,大位科技
深圳,600590,泰豪科技
深圳,600592,龙溪股份
深圳,600593,大连圣亚
深圳,600594,益佰制药
深圳,600595,中孚实业
深圳,600596,新安股份
深圳,600597,光明乳业
深圳,600598,北大荒
深圳,600600,青岛啤酒
深圳,600601,方正科技
深圳,600602,云赛智联
深圳,600604,市北高新
深圳,600605,汇通能源
深圳,600606,绿地控股
深圳,600609,金杯汽车
深圳,600610,中毅达
深圳,600611,大众交通
深圳,600612,老凤祥
深圳,600613,神奇制药
深圳,600615,丰华股份
深圳,600616,金枫酒业
深圳,600617,国新能源
深圳,600618,氯碱化工
深圳,600619,海立股份
深圳,600620,天宸股份
深圳,600621,华鑫股份
深圳,600622,光大嘉宝
深圳,600623,华谊集团
深圳,600624,复旦复华
深圳,600626,申达股份
深圳,600628,新世界
深圳,600629,华建集团
深圳,600630,龙头股份
深圳,600633,浙数文化
深圳,600635,大众公用
深圳,600636,国新文化
深圳,600637,东方明珠
深圳,600638,新黄浦
深圳,600639,浦东金桥
深圳,600640,国脉文化
深圳,600641,万业企业
深圳,600642,申能股份
深圳,600643,爱建集团
深圳,600644,乐山电力
深圳,600645,中源协和
深圳,600648,外高桥
深圳,600649,城投控股
深圳,600650,锦江在线
深圳,600651,飞乐音响
深圳,600653,申华控股
深圳,600654,中安科
深圳,600655,豫园股份
深圳,600657,信达地产
深圳,600658,电子城
深圳,600660,福耀玻璃
深圳,600661,昂立教育
深圳,600662,外服控股
深圳,600663,陆家嘴
深圳,600664,哈药股份
深圳,600665,天地源
深圳,600666,奥瑞德
深圳,600667,太极实业
深圳,600668,尖峰集团
深圳,600673,东阳光
深圳,600674,川投能源
深圳,600675,中华企业
深圳,600676,交运股份
深圳,600678,四川金顶
深圳,600679,上海凤凰
深圳,600681,百川能源
深圳,600682,南京新百
深圳,600683,京投发展
深圳,600684,珠江股份
深圳,600685,中船防务
深圳,600686,金龙汽车
深圳,600688,上海石化
深圳,600689,上海三毛
深圳,600690,海尔智家
深圳,600691,阳煤化工
深圳,600692,亚通股份
深圳,600693,东百集团
深圳,600694,大商股份
深圳,600696,岩石股份
深圳,600697,欧亚集团
深圳,600698,湖南天雁
深圳,600699,均胜电子
深圳,600702,舍得酒业
深圳,600703,三安光电
深圳,600704,物产中大
深圳,600705,中航产融
深圳,600706,曲江文旅
深圳,600707,彩虹股份
深圳,600708,光明地产
深圳,600710,苏美达
深圳,600712,南宁百货
深圳,600713,南京医药
深圳,600714,金瑞矿业
深圳,600716,凤凰股份
深圳,600717,天津港
深圳,600718,东软集团
深圳,600719,大连热电
深圳,600720,中交设计
深圳,600721,百花医药
深圳,600722,金牛化工
深圳,600724,宁波富达
深圳,600725,云维股份
深圳,600726,华电能源
深圳,600727,鲁北化工
深圳,600728,佳都科技
深圳,600729,重庆百货
深圳,600730,中国高科
深圳,600731,湖南海利
深圳,600732,爱旭股份
深圳,600733,北汽蓝谷
深圳,600734,实达集团
深圳,600735,新华锦
深圳,600736,苏州高新
深圳,600737,中粮糖业
深圳,600738,丽尚国潮
深圳,600739,辽宁成大
深圳,600740,山西焦化
深圳,600741,华域汽车
深圳,600742,一汽富维
深圳,600743,华远地产
深圳,600744,华银电力
深圳,600745,闻泰科技
深圳,600746,江苏索普
深圳,600748,上实发展
深圳,600749,西藏旅游
深圳,600750,江中药业
深圳,600751,海航科技
深圳,600753,庚星股份
深圳,600754,锦江酒店
深圳,600755,厦门国贸
深圳,600756,浪潮软件
深圳,600757,长江传媒
深圳,600758,辽宁能源
深圳,600759,洲际油气
深圳,600760,中航沈飞
深圳,600761,安徽合力
深圳,600763,通策医疗
深圳,600764,中国海防
深圳,600765,中航重机
深圳,600768,宁波富邦
深圳,600769,祥龙电业
深圳,600770,综艺股份
深圳,600771,广誉远
深圳,600773,西藏城投
深圳,600774,汉商集团
深圳,600775,南京熊猫
深圳,600776,东方通信
深圳,600778,友好集团
深圳,600779,水井坊
深圳,600780,通宝能源
深圳,600782,新钢股份
深圳,600783,鲁信创投
深圳,600784,鲁银投资
深圳,600785,新华百货
深圳,600787,中储股份
深圳,600789,鲁抗医药
深圳,600790,轻纺城
深圳,600791,京能置业
深圳,600792,云煤能源
深圳,600793,宜宾纸业
深圳,600794,保税科技
深圳,600795,国电电力
深圳,600796,钱江生化
深圳,600797,浙大网新
深圳,600798,宁波海运
深圳,600800,渤海化学
深圳,600801,华新水泥
深圳,600802,福建水泥
深圳,600803,新奥股份
深圳,600805,悦达投资
深圳,600807,济高发展
深圳,600808,马钢股份
深圳,600809,山西汾酒
深圳,600810,神马股份
深圳,600812,华北制药
深圳,600814,杭州解百
深圳,600815,厦工股份
深圳,600816,建元信托
深圳,600817,宇通重工
深圳,600818,中路股份
深圳,600819,耀皮玻璃
深圳,600820,隧道股份
深圳,600821,金开新能
深圳,600822,上海物贸
深圳,600824,益民集团
深圳,600825,新华传媒
深圳,600826,兰生股份
深圳,600827,百联股份
深圳,600828,茂业商业
深圳,600829,人民同泰
深圳,600830,香溢融通
深圳,600833,第一医药
深圳,600834,申通地铁
深圳,600835,上海机电
深圳,600838,上海九百
深圳,600839,四川长虹
深圳,600841,动力新科
深圳,600843,上工申贝
深圳,600844,丹化科技
深圳,600845,宝信软件
深圳,600846,同济科技
深圳,600847,万里股份
深圳,600848,上海临港
深圳,600850,电科数字
深圳,600851,海欣股份
深圳,600853,龙建股份
深圳,600854,春兰股份
深圳,600855,航天长峰
深圳,600857,宁波中百
深圳,600858,银座股份
深圳,600859,王府井
深圳,600860,京城股份
深圳,600861,北京人力
深圳,600862,中航高科
深圳,600863,内蒙华电
深圳,600864,哈投股份
深圳,600865,百大集团
深圳,600866,星湖科技
深圳,600867,通化东宝
深圳,600868,梅雁吉祥
深圳,600869,远东股份
深圳,600871,石化油服
深圳,600872,中炬高新
深圳,600873,梅花生物
深圳,600874,创业环保
深圳,600875,东方电气
深圳,600876,凯盛新能
深圳,600877,电科芯片
深圳,600879,航天电子
深圳,600880,博瑞传播
深圳,600881,亚泰集团
深圳,600882,妙可蓝多
深圳,600883,博闻科技
深圳,600884,杉杉股份
深圳,600885,宏发股份
深圳,600886,国投电力
深圳,600887,伊利股份
深圳,600888,新疆众和
深圳,600889,南京化纤
深圳,600892,大晟文化
深圳,600893,航发动力
深圳,600894,广日股份
深圳,600895,张江高科
深圳,600897,厦门空港
深圳,600900,长江电力
深圳,600901,江苏金租
深圳,600903,贵州燃气
深圳,600905,三峡能源
深圳,600906,财达证券
深圳,600908,无锡银行
深圳,600909,华安证券
深圳,600916,中国黄金
深圳,600917,重庆燃气
深圳,600918,中泰证券
深圳,600919,江苏银行
深圳,600925,苏能股份
深圳,600926,杭州银行
深圳,600927,永安期货
深圳,600928,西安银行
深圳,600929,雪天盐业
深圳,600933,爱柯迪
深圳,600935,华塑股份
深圳,600936,广西广电
深圳,600938,中国海油
深圳,600939,重庆建工
深圳,600941,中国移动
深圳,600955,维远股份
深圳,600956,新天绿能
深圳,600958,东方证券
深圳,600959,江苏有线
深圳,600960,渤海汽车
深圳,600961,株冶集团
深圳,600962,国投中鲁
深圳,600963,岳阳林纸
深圳,600965,福成股份
深圳,600966,博汇纸业
深圳,600967,内蒙一机
深圳,600968,海油发展
深圳,600969,郴电国际
深圳,600970,中材国际
深圳,600971,恒源煤电
深圳,600973,宝胜股份
深圳,600975,新五丰
深圳,600976,健民集团
深圳,600977,中国电影
深圳,600979,广安爱众
深圳,600980,北矿科技
深圳,600981,汇鸿集团
深圳,600982,宁波能源
深圳,600983,惠而浦
深圳,600984,建设机械
深圳,600985,淮北矿业
深圳,600986,浙文互联
深圳,600987,航民股份
深圳,600988,赤峰黄金
深圳,600989,宝丰能源
深圳,600990,四创电子
深圳,600992,贵绳股份
深圳,600993,马应龙
深圳,600995,南网储能
深圳,600996,贵广网络
深圳,600997,开滦股份
深圳,600998,九州通
深圳,600999,招商证券
深圳,601000,唐山港
深圳,601001,晋控煤业
深圳,601002,晋亿实业
深圳,601003,柳钢股份
深圳,601005,重庆钢铁
深圳,601006,大秦铁路
深圳,601007,金陵饭店
深圳,601008,连云港
深圳,601009,南京银行
深圳,601010,文峰股份
深圳,601011,宝泰隆
深圳,601012,隆基绿能
深圳,601015,陕西黑猫
深圳,601016,节能风电
深圳,601018,宁波港
深圳,601019,山东出版
深圳,601020,华钰矿业
深圳,601021,春秋航空
深圳,601022,宁波远洋
深圳,601028,玉龙股份
深圳,601033,永兴股份
深圳,601038,一拖股份
深圳,601058,赛轮轮胎
深圳,601059,信达证券
深圳,601061,中信金属
深圳,601065,江盐集团
深圳,601066,中信建投
深圳,601068,中铝国际
深圳,601069,西部黄金
深圳,601077,渝农商行
深圳,601083,锦江航运
深圳,601086,国芳集团
深圳,601088,中国神华
深圳,601089,福元医药
深圳,601096,宏盛华源
深圳,601098,中南传媒
深圳,601099,太平洋
深圳,601100,恒立液压
深圳,601101,昊华能源
深圳,601106,中国一重
深圳,601107,四川成渝
深圳,601108,财通证券
深圳,601111,中国国航
深圳,601113,华鼎股份
深圳,601116,三江购物
深圳,601117,中国化学
深圳,601118,海南橡胶
深圳,601121,宝地矿业
深圳,601126,四方股份
深圳,601127,赛力斯
深圳,601128,常熟银行
深圳,601133,柏诚股份
深圳,601136,首创证券
深圳,601137,博威合金
深圳,601138,工业富联
深圳,601139,深圳燃气
深圳,601155,新城控股
深圳,601156,东航物流
深圳,601158,重庆水务
深圳,601162,天风证券
深圳,601163,三角轮胎
深圳,601166,兴业银行
深圳,601168,西部矿业
深圳,601169,北京银行
深圳,601177,杭齿前进
深圳,601179,中国西电
深圳,601186,中国铁建
深圳,601187,厦门银行
深圳,601188,龙江交通
深圳,601198,东兴证券
深圳,601199,江南水务
深圳,601200,上海环境
深圳,601208,东材科技
深圳,601211,国泰海通
深圳,601212,白银有色
深圳,601216,君正集团
深圳,601218,吉鑫科技
深圳,601222,林洋能源
深圳,601225,陕西煤业
深圳,601226,华电科工
深圳,601228,广州港
深圳,601229,上海银行
深圳,601231,环旭电子
深圳,601233,桐昆股份
深圳,601236,红塔证券
深圳,601238,广汽集团
深圳,601279,英利汽车
深圳,601288,农业银行
深圳,601298,青岛港
深圳,601311,骆驼股份
深圳,601318,中国平安
深圳,601319,中国人保
深圳,601326,秦港股份
深圳,601328,XD交通银
深圳,601330,绿色动力
深圳,601333,广深铁路
深圳,601336,新华保险
深圳,601339,百隆东方
深圳,601360,三六零
深圳,601366,利群股份
深圳,601368,绿城水务
深圳,601369,陕鼓动力
深圳,601375,中原证券
深圳,601377,兴业证券
深圳,601388,怡球资源
深圳,601390,中国中铁
深圳,601398,工商银行
深圳,601399,国机重装
深圳,601456,国联民生
深圳,601500,通用股份
深圳,601512,中新集团
深圳,601515,东峰集团
深圳,601518,吉林高速
深圳,601519,大智慧
深圳,601528,瑞丰银行
深圳,601555,东吴证券
深圳,601566,九牧王
深圳,601567,三星医疗
深圳,601568,北元集团
深圳,601577,长沙银行
深圳,601579,会稽山
深圳,601588,北辰实业
深圳,601595,上海电影
深圳,601598,中国外运
深圳,601599,浙文影业
深圳,601600,中国铝业
深圳,601601,中国太保
深圳,601606,长城军工
深圳,601607,上海医药
深圳,601608,中信重工
深圳,601609,金田股份
深圳,601611,中国核建
深圳,601615,明阳智能
深圳,601616,广电电气
深圳,601618,中国中冶
深圳,601619,嘉泽新能
深圳,601628,中国人寿
深圳,601633,长城汽车
深圳,601636,旗滨集团
深圳,601658,邮储银行
深圳,601665,齐鲁银行
深圳,601666,平煤股份
深圳,601668,中国建筑
深圳,601669,中国电建
深圳,601677,明泰铝业
深圳,601678,滨化股份
深圳,601686,友发集团
深圳,601688,华泰证券
深圳,601689,拓普集团
深圳,601696,中银证券
深圳,601698,中国卫通
深圳,601699,潞安环能
深圳,601700,风范股份
深圳,601702,华峰铝业
深圳,601717,郑煤机
深圳,601718,际华集团
深圳,601727,上海电气
深圳,601728,中国电信
深圳,601766,中国中车
深圳,601777,千里科技
深圳,601778,晶科科技
深圳,601788,光大证券
深圳,601789,宁波建工
深圳,601798,蓝科高新
深圳,601799,星宇股份
深圳,601800,中国交建
深圳,601801,皖新传媒
深圳,601808,中海油服
深圳,601811,新华文轩
深圳,601816,京沪高铁
深圳,601818,光大银行
深圳,601825,沪农商行
深圳,601827,三峰环境
深圳,601828,美凯龙
深圳,601838,成都银行
深圳,601857,中国石油
深圳,601858,中国科传
深圳,601860,紫金银行
深圳,601865,福莱特
深圳,601866,中远海发
深圳,601868,中国能建
深圳,601869,长飞光纤
深圳,601872,招商轮船
深圳,601877,正泰电器
深圳,601878,浙商证券
深圳,601880,辽港股份
深圳,601881,中国银河
深圳,601882,海天精工
深圳,601886,江河集团
深圳,601888,中国中免
深圳,601890,亚星锚链
深圳,601898,中煤能源
深圳,601899,紫金矿业
深圳,601900,南方传媒
深圳,601901,方正证券
深圳,601908,京运通
深圳,601916,浙商银行
深圳,601918,新集能源
深圳,601919,中远海控
深圳,601921,浙版传媒
深圳,601928,凤凰传媒
深圳,601929,吉视传媒
深圳,601933,永辉超市
深圳,601939,建设银行
深圳,601949,中国出版
深圳,601952,苏垦农发
深圳,601956,东贝集团
深圳,601958,金钼股份
深圳,601963,重庆银行
深圳,601965,中国汽研
深圳,601966,玲珑轮胎
深圳,601968,宝钢包装
深圳,601969,海南矿业
深圳,601975,招商南油
深圳,601985,中国核电
深圳,601988,中国银行
深圳,601989,中国重工
深圳,601990,南京证券
深圳,601991,大唐发电
深圳,601992,金隅集团
深圳,601995,中金公司
深圳,601996,丰林集团
深圳,601997,贵阳银行
深圳,601998,中信银行
深圳,601999,出版传媒
深圳,603000,人民网
深圳,603001,奥康国际
深圳,603002,宏昌电子
深圳,603004,鼎龙科技
深圳,603005,晶方科技
深圳,603006,联明股份
深圳,603008,喜临门
深圳,603009,北特科技
深圳,603010,万盛股份
深圳,603011,合锻智能
深圳,603012,创力集团
深圳,603013,亚普股份
深圳,603015,弘讯科技
深圳,603016,新宏泰
深圳,603017,中衡设计
深圳,603018,华设集团
深圳,603019,中科曙光
深圳,603020,爱普股份
深圳,603021,山东华鹏
深圳,603022,新通联
深圳,603025,大豪科技
深圳,603026,石大胜华
深圳,603027,千禾味业
深圳,603028,赛福天
深圳,603029,天鹅股份
深圳,603030,全筑股份
深圳,603031,安孚科技
深圳,603032,德新科技
深圳,603033,三维股份
深圳,603035,常熟汽饰
深圳,603036,如通股份
深圳,603037,凯众股份
深圳,603038,华立股份
深圳,603039,泛微网络
深圳,603040,新坐标
深圳,603041,美思德
深圳,603042,华脉科技
深圳,603043,广州酒家
深圳,603045,福达合金
深圳,603048,浙江黎明
深圳,603050,科林电气
深圳,603051,鹿山新材
深圳,603052,可川科技
深圳,603053,成都燃气
深圳,603055,台华新材
深圳,603056,德邦股份
深圳,603057,紫燕食品
深圳,603058,永吉股份
深圳,603059,倍加洁
深圳,603060,国检集团
深圳,603061,金海通
深圳,603062,麦加芯彩
深圳,603063,禾望电气
深圳,603065,宿迁联盛
深圳,603066,音飞储存
深圳,603067,振华股份
深圳,603068,博通集成
深圳,603069,海汽集团
深圳,603070,万控智造
深圳,603071,物产环能
深圳,603072,天和磁材
深圳,603073,彩蝶实业
深圳,603075,热威股份
深圳,603076,乐惠国际
深圳,603077,和邦生物
深圳,603078,江化微
深圳,603079,圣达生物
深圳,603080,新疆火炬
深圳,603081,大丰实业
深圳,603082,北自科技
深圳,603083,剑桥科技
深圳,603085,天成自控
深圳,603086,先达股份
深圳,603087,甘李药业
深圳,603088,宁波精达
深圳,603089,正裕工业
深圳,603090,宏盛股份
深圳,603091,众鑫股份
深圳,603093,南华期货
深圳,603095,越剑智能
深圳,603096,新经典
深圳,603097,江苏华辰
深圳,603098,森特股份
深圳,603099,长白山
深圳,603100,川仪股份
深圳,603101,汇嘉时代
深圳,603102,百合股份
深圳,603103,横店影视
深圳,603105,芯能科技
深圳,603106,恒银科技
深圳,603107,上海汽配
深圳,603108,润达医疗
深圳,603109,神驰机电
深圳,603110,东方材料
深圳,603111,康尼机电
深圳,603112,华翔股份
深圳,603113,金能科技
深圳,603115,海星股份
深圳,603116,红蜻蜓
深圳,603117,万林物流
深圳,603118,共进股份
深圳,603119,浙江荣泰
深圳,603120,C肯特
深圳,603121,华培动力
深圳,603122,合富中国
深圳,603123,翠微股份
深圳,603124,江南新材
深圳,603125,常青科技
深圳,603126,中材节能
深圳,603127,昭衍新药
深圳,603128,华贸物流
深圳,603129,春风动力
深圳,603130,云中马
深圳,603131,上海沪工
深圳,603132,金徽股份
深圳,603135,中重科技
深圳,603136,天目湖
深圳,603137,恒尚节能
深圳,603138,海量数据
深圳,603139,康惠制药
深圳,603150,万朗磁塑
深圳,603151,邦基科技
深圳,603153,上海建科
深圳,603155,新亚强
深圳,603156,养元饮品
深圳,603158,腾龙股份
深圳,603159,上海亚虹
深圳,603160,汇顶科技
深圳,603161,科华控股
深圳,603162,海通发展
深圳,603163,圣晖集成
深圳,603165,荣晟环保
深圳,603166,福达股份
深圳,603167,渤海轮渡
深圳,603168,莎普爱思
深圳,603169,兰石重装
深圳,603170,宝立食品
深圳,603171,税友股份
深圳,603172,万丰股份
深圳,603173,福斯达
深圳,603176,汇通集团
深圳,603177,德创环保
深圳,603178,圣龙股份
深圳,603179,新泉股份
深圳,603180,金牌家居
深圳,603181,皇马科技
深圳,603182,嘉华股份
深圳,603183,建研院
深圳,603185,弘元绿能
深圳,603186,华正新材
深圳,603187,海容冷链
深圳,603188,亚邦股份
深圳,603189,网达软件
深圳,603190,亚通精工
深圳,603191,望变电气
深圳,603192,汇得科技
深圳,603193,润本股份
深圳,603194,中力股份
深圳,603195,公牛集团
深圳,603196,日播时尚
深圳,603197,保隆科技
深圳,603198,迎驾贡酒
深圳,603199,九华旅游
深圳,603200,上海洗霸
深圳,603201,常润股份
深圳,603203,快克智能
深圳,603205,健尔康
深圳,603206,嘉环科技
深圳,603207,小方制药
深圳,603208,江山欧派
深圳,603209,兴通股份
深圳,603210,泰鸿万立
深圳,603211,晋拓股份
深圳,603212,赛伍技术
深圳,603213,镇洋发展
深圳,603214,爱婴室
深圳,603215,比依股份
深圳,603216,梦天家居
深圳,603217,元利科技
深圳,603218,日月股份
深圳,603219,富佳股份
深圳,603220,中贝通信
深圳,603221,爱丽家居
深圳,603222,济民健康
深圳,603223,恒通股份
深圳,603225,新凤鸣
深圳,603226,菲林格尔
深圳,603227,雪峰科技
深圳,603228,景旺电子
深圳,603229,奥翔药业
深圳,603230,内蒙新华
深圳,603231,索宝蛋白
深圳,603232,格尔软件
深圳,603233,大参林
深圳,603235,天新药业
深圳,603236,移远通信
深圳,603237,五芳斋
深圳,603238,诺邦股份
深圳,603239,浙江仙通
深圳,603255,鼎际得
深圳,603256,宏和科技
深圳,603257,中国瑞林
深圳,603258,电魂网络
深圳,603259,药明康德
深圳,603260,合盛硅业
深圳,603261,立航科技
深圳,603266,天龙股份
深圳,603267,鸿远电子
深圳,603268,松发股份
深圳,603269,海鸥股份
深圳,603270,金帝股份
